    pos    height    weight     GP         minutes              points               oRebounds             dRebounds              rebounds               assists                steals                 blocks               turnovers                 PF               fgAttempted             fgMade             ftAttempted              ftMade             threeAttempted            threeMade      
    G-F      78       205      1001    21.6373626373626    0.368899764532065     0.0602059190174985    0.0882773904612401     0.148483309478739     0.0720716561244748     0.0449697585299414      0.014635948104714    0.0576203887529433    0.0807978207673484    0.299182787755667     0.140218846668821     0.120781199501362    0.0879080289948751     0.00364744448035459    0.000554042199547532
    F-C      83       215       358    21.5251396648045     0.42265766934856      0.049052686218531      0.13470023358422     0.183752919802751     0.0445107708279263     0.0177783545289385      0.044251232805606    0.0497015312743317    0.0751362574617181    0.361276927069816     0.166104334284973     0.112379963664677    0.0904490007786141     0.00116792110044121                       0
    G        71       175       314     17.359872611465    0.412401394239589     0.0168776371308017    0.0836543753439736     0.100532012474775      0.169326729040543     0.0214639515685195      0.002568336085122    0.0715465052283985    0.0810860392588516    0.362685745734728     0.157952669235003    0.0731975784259769    0.0592551825353146       0.105118326912493      0.0372408732342689
    F        77       250       605    36.2776859504132    0.599234554401312     0.0957262620739931     0.222161472571533     0.317887734645526       0.11531802442136     0.0404137051211956     0.0163568434481502    0.0771824312010206    0.0734463276836158    0.418079096045198     0.214005831966466     0.209905230544924     0.152997995261527      0.0648806269363951      0.0182248952068526
    C        84       245       110    15.2363636363636    0.337112171837709     0.0900954653937947     0.149761336515513     0.239856801909308     0.0322195704057279     0.0220763723150358      0.013126491646778    0.0542959427207637     0.130668257756563     0.35381861575179     0.133054892601432    0.0966587112171838    0.0704057279236277     0.00835322195704057    0.000596658711217184
    F        78       210        75    14.2133333333333    0.361163227016886     0.0881801125703565     0.102251407129456     0.190431519699812     0.0637898686679174     0.0590994371482176     0.0187617260787993    0.0553470919324578     0.112570356472795    0.292682926829268     0.140712945590994     0.100375234521576    0.0769230769230769       0.024390243902439     0.00281425891181989
    G        75       200       198    17.4292929292929    0.437264560996813     0.0150680962039988    0.0840336134453782     0.099101709649377      0.149521877716604     0.0231816864676905    0.00347725297015358    0.0802665893943784     0.110692552883222     0.34453781512605     0.141118516372066     0.159663865546218     0.130396986380759      0.0767893364242249      0.0246305418719212
    F        83       240       410    24.0634146341463    0.318366105817961      0.112203527265356     0.220555442935333     0.332758970200689     0.0442935333468478     0.0296979525643625     0.0498682343401581    0.0455098317453882     0.141293330630448    0.235252381917697     0.140077032231908    0.0748023515102372    0.0382120413541455     0.00020271639975674                       0
    F-G      81       220       105    37.5142857142857    0.526021832952526     0.0251332825590251     0.214267580604214     0.239400863163239      0.187103325717187     0.0380807311500381     0.0231023102310231    0.0792079207920792    0.0507743082000508    0.450621985275451     0.206905305915207    0.0875856816450876    0.0794617923330795      0.0827621223660828      0.0327494287890328
    G        75       172       578    24.9100346020761    0.283164328378942     0.0126406445339631    0.0716766217530213    0.0843172662869843      0.159952771218225     0.0274343658841506    0.00256980136130018    0.0556327267676066    0.0594527017641339    0.256077232949021     0.104042228087234    0.0333379636060564    0.0261841922489235       0.124947909431866      0.0488956799555494
    G        77       200       153    15.8627450980392    0.359703337453646     0.0329625051503914    0.0861145447053976     0.119077049855789      0.072929542645241     0.0399670374948496     0.0140090646889164    0.0601565718994644     0.148331273176761    0.331685208075814     0.135558302430985    0.0935311083642357    0.0716934487021014      0.0564482900700453      0.0168932838895756
    F-C      80       258       569    32.6397188049209    0.529076028429894     0.0807667456385957     0.228408356665949     0.309175102304544     0.0759745853973724     0.0291837174240793     0.0139995692440233    0.0692978677579151    0.0971893172517769    0.404641395649365     0.217370234762007     0.129980615981047    0.0942817144087874    0.000484600473831574    5.38444970923972e-05
    C-F      85       235       304    26.2105263157895    0.390185742971888     0.0798192771084337     0.175326305220884     0.255145582329317     0.0784387550200803     0.0176957831325301     0.0559738955823293      0.06839859437751     0.107931726907631    0.344754016064257     0.152484939759036     0.108433734939759    0.0830823293172691     0.00853413654618474     0.00213353413654618
    G-F      81       185       245    24.9183673469388    0.355446355446355     0.0371826371826372    0.0932022932022932      0.13038493038493     0.0684684684684685     0.0506142506142506     0.0117936117936118    0.0578214578214578    0.0997542997542998     0.32972972972973     0.134479934479934    0.0945126945126945    0.0661752661752662       0.065028665028665      0.0203112203112203
    F-G      78       220       720    11.7277777777778    0.282449076267172     0.0510421601136902    0.0988867835149218     0.149928943628612     0.0663192799621033     0.0371861676930365     0.0170535291331123    0.0351729038370441    0.0866887730933207    0.263027001421127     0.113808621506395    0.0374230222643297    0.0236854571293226      0.0850307910942681      0.0311463761250592
    G-F      77       210       362    15.0939226519337    0.341874084919473     0.0450219619326501    0.0862005856515373     0.131222547584187     0.0625915080527086     0.0391654465592972    0.00969985358711567    0.0646046852122987     0.105417276720351    0.295204978038067     0.129392386530015     0.105417276720351    0.0657027818448023      0.0572840409956076      0.0173865300146413
    F        80       255       462    19.5779220779221    0.372360420121614       0.09297954671089     0.130569375345495     0.223548922056385     0.0464344941956882     0.0231066887783306     0.0121614151464898    0.0715312327252626     0.126920950801548    0.293200663349917     0.141072415699281     0.141735765616363    0.0902155887230514    0.000884466556108347                       0
    F        80       245       412    15.0533980582524    0.332957110609481     0.0454692034827475     0.118348919703322     0.163818123186069     0.0723960012899065       0.04627539503386     0.0108029667849081    0.0519187358916479     0.137375040309578    0.253627861980006     0.104804901644631    0.0996452757175105    0.0857787810383747      0.0973879393743954      0.0375685262818446
    F-C      81       225       608    21.2730263157895    0.462579248492346      0.052651925158497     0.106540899953611     0.159192825112108     0.0498685634761095     0.0163909076851709     0.0441472089067574    0.0542755528065564     0.147440853564249    0.374516777485697     0.187026441935983     0.113963197773311    0.0883717334158033     0.00193289005721355    0.000154631204577084
    C        85       230       277    22.4079422382671    0.310939262123409     0.0662155630739488     0.140325439020461      0.20654100209441     0.0584823586273562     0.0141775414854197    0.00805542129853391    0.0512324794586757    0.0974705977122604    0.273400998872241     0.127597873368777      0.08313194780087    0.0557435153858547                       0                       0
    F-G      79       209       825    26.6751515151515    0.355614122779116     0.0332621438633162     0.085336483846049     0.118598627709365     0.0635252419684646     0.0299450174944336    0.00899713727450357    0.0451674467214977    0.0942427409460626     0.32839551051938     0.152951333666561    0.0585268323715182    0.0404416776480211      0.0310810196755578     0.00926977779797337
    G        74       205       167    11.1556886227545    0.326892109500805     0.0177133655394525    0.0762211486849168    0.0939345142243693      0.166398282340311     0.0359634997316157    0.00268384326355341     0.107890499194847     0.114331723027375    0.321524422973698     0.125067096081589    0.0966183574879227    0.0703166935050993      0.0241545893719807     0.00644122383252818
    F        82       230       781    33.1664532650448    0.497394124232714     0.0802609736323978     0.198934486352932      0.27919545998533     0.0766320503416593     0.0233949735551867     0.0405744508358105    0.0786009342547195     0.079604678994711    0.398988534146624     0.178203296915415     0.167007682507818     0.128402115585067       0.042659151449639      0.0125854148168166
    G        75       165        76    13.1973684210526    0.253240279162512     0.0179461615154536    0.0667996011964108    0.0847457627118644      0.137587238285145     0.0408773678963111     0.0069790628115653    0.0468594217347956    0.0797607178464606     0.22432701894317    0.0897308075772682    0.0807577268195414    0.0608175473579262      0.0488534396809571      0.0129611166500499
    G        77       198       113    16.4070796460177    0.320927723840345     0.0453074433656958     0.104099244875944      0.14940668824164      0.108414239482201     0.0318230852211435    0.00431499460625674    0.0738942826321467    0.0792880258899676    0.279395900755124     0.123516720604099      0.10571736785329    0.0674217907227616      0.0280474649406688     0.00647249190938511
    G        75       180        41    9.68292682926829    0.541561712846348     0.0327455919395466    0.0780856423173804     0.110831234256927     0.0503778337531486     0.0302267002518892    0.00503778337531486    0.0730478589420655    0.0780856423173804    0.483627204030227     0.206549118387909      0.19647355163728     0.128463476070529     0.00503778337531486                       0
    C-F      83       265       972    24.6121399176955    0.305438281152029      0.113405509342474     0.178363917568867     0.291769426911341     0.0339840321029971     0.0137524557956778     0.0582702838272792    0.0598587133720687      0.11955022363416    0.233540943861556     0.116331563767086     0.116164360657108    0.0726915520628684    0.000668812439911382    8.36015549889228e-05
    F        81       230      1094     27.063071297989     0.29405208227784      0.111561455061303     0.179079271793833     0.290640726855136     0.0330327287465802     0.0233390752186983     0.0428952612557841    0.0368156179281927    0.0972067416489344    0.228966122876347     0.121322660181714    0.0914648562839869    0.0514067619144121    0.000270206370115175                       0
    G        76       194       226    17.4115044247788    0.279542566709022     0.0200762388818297    0.0917407878017789     0.111817026683609      0.100635324015248     0.0424396442185515    0.00736975857687421    0.0678526048284625     0.087420584498094    0.259212198221093     0.102160101651842    0.0452350698856417    0.0355781448538755       0.112579415501906      0.0396442185514612
    F        82       200       141    16.7446808510638    0.375264718339687     0.0415078356628547     0.148242270224481     0.189750105887336      0.047437526471834     0.0271071579839051     0.0275307073274036    0.0453197797543414     0.118170266836086    0.324438797119864     0.139771283354511    0.0694620923337569    0.0542143159678102       0.113087674714104      0.0415078356628547
    G-F      78       230       386    21.6450777202073    0.349371633752244      0.029802513464991     0.136205864751646     0.166008378216637     0.0752842609216038     0.0375822860562537    0.00825852782764811    0.0444045481747457    0.0734889287851586    0.310712148414123     0.124356672651107    0.0653500897666068    0.0487133453022142       0.143147815679234      0.0519449431478157
    G        72       190       299     15.438127090301    0.378032928942808     0.0162478336221837    0.0714904679376083     0.087738301559792      0.162911611785095      0.035528596187175    0.00259965337954939    0.0699740034662045     0.111351819757366    0.328639514731369     0.131715771230503    0.0912045060658579    0.0758232235701906       0.113734835355286      0.0387781629116118
    C        85       250       328    10.1707317073171    0.223021582733813     0.0635491606714628     0.169964028776978     0.233513189448441     0.0443645083932854     0.0206834532374101     0.0317745803357314     0.052158273381295      0.20773381294964    0.185551558752998    0.0863309352517986    0.0797362110311751    0.0494604316546763     0.00269784172661871    0.000899280575539568
    F        79       200       102    21.8235294117647    0.485175202156334     0.0718778077268643    0.0858041329739443     0.157681940700809     0.0498652291105121     0.0615453728661276     0.0211141060197664    0.0673854447439353     0.102425876010782    0.382749326145553      0.19496855345912     0.135220125786164    0.0938903863432165     0.00584007187780773     0.00134770889487871
    C-F      84       225       297    16.7205387205387     0.48147402335884     0.0426902939991945     0.103705195328232     0.146395489327426     0.0402738622633911     0.0112766814337495      0.017921868707209     0.063229963753524     0.161498187676198    0.394885219492549     0.182440596053161     0.162303664921466       0.1163914619412    0.000604107933950866    0.000201369311316955
    G-F      77       205       732     25.483606557377    0.335852900182267     0.0278760587541546    0.0802508845287874     0.108126943282942      0.100514634930846     0.0359708373539187     0.0069154068832422    0.0514634930845931    0.0770880240162968    0.240806261391659     0.113809370644366    0.0907044065615954    0.0774632786533719      0.0842714699260212       0.030770880240163
    F        80       240       624    28.2307692307692    0.420640326975477     0.0749318801089918     0.153950953678474     0.228882833787466     0.0556880108991826     0.0245799273387829     0.0270776566757493    0.0568233424159855     0.109786557674841    0.363816984559491     0.164339237057221     0.107175295186194    0.0782811080835604      0.0452429609445958       0.013680744777475
    F-C      80       245       572    19.5367132867133    0.217628635346756      0.126353467561521     0.229351230425056     0.355704697986577     0.0308724832214765     0.0359731543624161    0.00796420581655481    0.0572706935123043      0.12241610738255    0.157404921700224    0.0732885906040268     0.135659955257271    0.0709619686800895    0.000805369127516779    8.94854586129754e-05
    F        81       225       101    13.5445544554455    0.388888888888889      0.097953216374269     0.141081871345029     0.239035087719298     0.0577485380116959     0.0555555555555556     0.0146198830409357    0.0665204678362573     0.138888888888889    0.266812865497076     0.105263157894737     0.222222222222222     0.171052631578947      0.0387426900584795     0.00730994152046784
    F        80       260       289    20.8719723183391    0.461206896551724     0.0621684350132626     0.159980106100796     0.222148541114058     0.0583554376657825     0.0222148541114058     0.0134283819628647    0.0709549071618037     0.107427055702918    0.420424403183024     0.182858090185676     0.133123342175066    0.0920092838196287       0.018236074270557     0.00348143236074271
    G        77       180       413     20.956416464891     0.40577700751011     0.0359329867128827    0.0764875794338533     0.112420566146736      0.161294049682265     0.0350086655112652    0.00473714615829001    0.0751010976314269    0.0772963604852686    0.331022530329289     0.161409589832467     0.109878682842288    0.0806470248411323      0.0138648180242634     0.00231080300404391
    F        79       260       440    20.0727272727273    0.409307065217391      0.135303442028986     0.225203804347826     0.360507246376812      0.034080615942029      0.020606884057971      0.010643115942029    0.0741621376811594     0.175837862318841    0.286911231884058     0.135416666666667     0.176177536231884     0.138247282608696     0.00135869565217391    0.000226449275362319
    F-C      83       230       753    20.7450199203187    0.238268996863197      0.133282120222777     0.200051213110556     0.333333333333333     0.0447474553485692     0.0319441777094936     0.0196530311759811    0.0387939312463991     0.121311055630241    0.188336214070802     0.093655975929838    0.0823250752192561    0.0505729466743486     0.00339286857435503    0.000384098329172268
    G        76       210       324    27.3179012345679    0.429443000790871      0.014122698000226    0.0754716981132075    0.0895943961134335      0.123940797649983     0.0272285617444357    0.00915150830414642    0.0643995028810304    0.0827025194893232    0.371031521861936     0.153541972658457    0.0929838436334877    0.0801039430572817        0.11750084736188      0.0422551124166761
    G        75       193       576    37.5572916666667    0.482873387879628      0.044376646789627     0.104238894281884     0.148615541071511      0.160541764896223     0.0391069199833588     0.0103083252438404    0.0938381176905653    0.0838071464891601    0.382147644801923     0.163777562057967     0.161512504044746     0.128738501363657       0.077844034576804       0.026579762400037
    G-F      79       195       373    23.4530831099196     0.38957475994513     0.0268632830361225    0.0955647005029721     0.122427983539095     0.0657293095564701     0.0366941015089163     0.0314357567443987    0.0515546410608139     0.106081390032007    0.316986739826246     0.140032007315958    0.0793324188385917    0.0641289437585734       0.123228166438043      0.0453818015546411
    G-F      80       220       630    18.5460317460317    0.302636083533037      0.046730571722013     0.122304005477576     0.169034577199589      0.046473810338925     0.0373159876754536     0.0196850393700787    0.0382574460801096     0.108695652173913    0.287572749058542     0.112803834303321    0.0561451557685724    0.0404827114002054       0.106641561109209      0.0365457035261897
    G        77       190       177    11.4067796610169    0.364536899455176     0.0321941555225359    0.0569588905398712    0.0891530460624071       0.16097077761268     0.0376423972263497    0.00544824170381377    0.0777612679544329    0.0901436354631005    0.355126300148588     0.147102526002972    0.0851906884596335    0.0698365527488856     0.00693412580485389    0.000495294700346706
    F-C      81       230       724    27.7182320441989     0.47030097667929     0.0800777356986247     0.160454454853498     0.240532190552123     0.0431034482758621     0.0246661351405222     0.0249152880207295    0.0635838150289017    0.0736495913892765    0.364012357982858     0.176599561490931      0.14754833565876     0.117101853697429    0.000747458640621886                       0
    G        77       220       294    20.8537414965986    0.392595008970804     0.0347414777360953     0.111564182025771     0.146305659761866     0.0742130158212363     0.0380035883216441     0.0106018594030338    0.0603490458326537    0.0794323927581145    0.362420486054477     0.149078453759582    0.0929701516881422    0.0702984831185777      0.0761702821725656      0.0241396183330615
    G        76       174       207    12.2222222222222    0.370750988142293     0.0233201581027668    0.0632411067193676    0.0865612648221344     0.0794466403162055     0.0505928853754941    0.00474308300395257    0.0707509881422925    0.0841897233201581    0.321343873517787     0.130830039525692     0.115810276679842    0.0897233201581028       0.066798418972332      0.0193675889328063
    G        78       215       240    12.3291666666667    0.332544778641433     0.0266982088543427     0.120648867860764     0.147347076715106     0.0405542412977357     0.0192632646164245    0.00811084825954714    0.0530584656978709     0.119297059817506    0.291990537343697     0.129773572152754    0.0709699222710375    0.0547482257519432      0.0588036498817168      0.0182494085839811
    F        80       225       447    33.2281879194631    0.547229515922709     0.0362889651922171     0.121860903521174     0.158149868713391     0.0622096546152292     0.0317107655019188     0.0277385040059247    0.0614017370228237    0.0906887497475257    0.418232007001952     0.184811149262775     0.146031104827308      0.12320743284185       0.141250925738908      0.0543997845553087
    G        75       185       437    20.9359267734554    0.322111706197399      0.022734725106569    0.0701716034539294    0.0929063285604984      0.225707727620505     0.0621925893540278    0.00601158596567931    0.0878784566619303    0.0994644223412395    0.305279265493497     0.137938572521587    0.0466717674062739    0.0369439282981747       0.032681167340693     0.00929063285604984
    F-C      81       220       871    28.6050516647532    0.315954244431066     0.0890628135661248     0.164439092915914     0.253501906482039      0.039173188842063     0.0267710214730082     0.0107164358819988    0.0352398153722657    0.0583182821593418    0.241741922536625     0.116837246638571     0.108087497491471    0.0780252859723058      0.0165763596227172      0.0042544651816175
    F        81       228       315                33.6    0.412603930461073      0.038265306122449     0.126795162509448     0.165060468631897     0.0487528344671202      0.026832955404384     0.0178571428571429    0.0533824640967498    0.0785147392290249    0.350151171579743     0.155895691609977    0.0956160241874528    0.0738851095993953      0.0799319727891157      0.0269274376417234
    G        73       185       148    8.03378378378378    0.355761143818335     0.0201850294365013    0.0428931875525652    0.0630782169890664      0.153069806560135     0.0412111017661901    0.00504625735912532    0.0656013456686291     0.104289318755257    0.288477712363331     0.121110176619008     0.168208578637511     0.111858704793944      0.0218671152228764     0.00168208578637511
    G        76       190        75                13.4    0.427860696517413     0.0169154228855721     0.072636815920398    0.0895522388059701       0.03681592039801     0.0417910447761194    0.00696517412935323    0.0477611940298507    0.0995024875621891    0.442786069651741     0.173134328358209    0.0447761194029851    0.0338308457711443       0.137313432835821      0.0477611940298507
    C-F      82       240       223    8.58744394618834     0.37023498694517      0.106527415143603     0.181201044386423     0.287728459530026     0.0240208877284595     0.0161879895561358      0.018798955613577    0.0616187989556136     0.181723237597911    0.311749347258486     0.135248041775457     0.159268929503916    0.0997389033942559      0.0010443864229765                       0
    F        81       230       873    29.3459335624284    0.470393067645107     0.0547250087825442     0.139857137280924     0.194582146063469     0.0594870994184004     0.0305242203052422     0.0090948124438893    0.0657714977165385     0.109215816386276     0.40130371989539      0.17881260002342     0.109879386392912    0.0802139037433155      0.0914945938561224      0.0325539638549514
    G        75       185       480    28.1729166666667    0.471640908082526     0.0146417215114989    0.0740220365303557    0.0886637580418546      0.178362789321896     0.0428159432078681    0.00769060119795903    0.0793462988981735    0.0885158618649708    0.354433187902093     0.156326258966206      0.16963691488575     0.136730015529099       0.072912815203727       0.022258374621016
    F-C      81       235       709    19.6417489421721    0.374263966681028     0.0780554358753411      0.14670400689358     0.224759442768921     0.0318110010053138     0.0132845038058308     0.0205371248025276    0.0680741059887979     0.134137584374551    0.287304322849347     0.145124228062617     0.113815883958064    0.0840155105557949    0.000789889415481833                       0
    F-C      81       225       152    12.7894736842105    0.421296296296296     0.0401234567901235     0.123971193415638     0.164094650205761     0.0339506172839506     0.0159465020576132    0.00617283950617284    0.0313786008230453     0.073559670781893    0.350308641975309     0.160493827160494    0.0529835390946502    0.0416666666666667        0.15380658436214       0.058641975308642
    F-C      83       260       527    29.6280834914611    0.415780709619572      0.073011400025618     0.160817215319585     0.233828615345203      0.061034968617907     0.0421416677340848     0.0309978224670168     0.064941718970155     0.114960932496478    0.275586012552837     0.155181247598309     0.155181247598309      0.10529012424747     0.00134494684257717     0.00012809017548354
    G        74       180       231    24.6623376623377    0.401263823064771     0.0168509741969458    0.0817974372476742      0.09864841144462     0.0974196945760927     0.0315955766192733     0.0119361067228366    0.0480954888537827    0.0921537651395471    0.305950500263296     0.138669475162366     0.114621730735475    0.0930314200456381       0.081621906266456      0.0308934526944006
    C-F      81       240       801    27.9500624219725    0.336430230480615      0.107021618724317     0.199124530998749     0.306146149723066     0.0288994103984277     0.0274254064677506     0.0169287118098982    0.0555654815079507      0.12922101125603    0.252054672145792     0.126585670895122     0.129578345542255    0.0832588886903698     0.00058066821511524                       0
    C        84       230       249    14.0602409638554    0.337617823479006     0.0874035989717224     0.143673236218223     0.231076835189946     0.0545558411882319     0.0239931448157669     0.0271351042559269    0.0674093116252499     0.151670951156812    0.301913738931734     0.131962296486718     0.101970865467009    0.0725506998000571     0.00399885746929449     0.00114253070551271
    C        84       230       274    13.0109489051095     0.32875175315568     0.0723702664796634     0.103506311360449     0.175876577840112     0.0277699859747546     0.0173913043478261     0.0417952314165498    0.0636746143057503     0.171669004207574    0.208976157082749       0.1164095371669     0.144460028050491    0.0959326788218794    0.000280504908835905                       0
    G        72       176       717    17.3068340306834    0.431622209686518     0.0132162140381981    0.0853412845515352    0.0985574985897333     0.0896123781126602     0.0377951486824079     0.0046740269159481    0.0460149891207994     0.074703843984205    0.409057941816424     0.167459102264485    0.0362640019340801    0.0308646949794504       0.168909662341849      0.0658393101780965
    F        77       250       214    12.4953271028037     0.31226626776365     0.0886312640239342     0.153702318623785     0.242333582647719     0.0426327599102468     0.0385190725504862     0.0321615557217651    0.0646970830216903     0.203066566940912     0.25168287210172     0.114809274495138     0.116679132385939    0.0789080029917726      0.0145848915482423      0.0037397157816006
    G        74       170       937    24.8153681963714    0.342164114914846     0.0188370892826424    0.0680801651470841    0.0869172544297265      0.107775675210735     0.0482109065886805    0.00709616377085842    0.0498451746086358    0.0798640977120248    0.329563048339928     0.127730947875452     0.054231894030621    0.0404696370204714       0.128333046619646      0.0462325821434715
    G        73       180      1060    29.2141509433962     0.30183743985533     0.0306455258823909     0.095553330965221     0.126198856847612      0.266186585720283     0.0372977685923725    0.00322924403397165    0.0794394032357025    0.0549617334581974    0.256531146058708     0.114605870765654    0.0687506054832564    0.0537023282849485      0.0554138276229535      0.0189233700390739
    G        74       188       528    25.1950757575758    0.415395023678869     0.0151093738254529    0.0777268285349169    0.0928362023603698      0.142073216567692     0.0320228519882733    0.00248064346388033    0.0617154025407803    0.0808088401112531    0.360144328346989       0.1513192512967     0.081259866195595    0.0652484402014583       0.125761106517327      0.0475080808840111
    F        81       215       551    22.6460980036298    0.223513383555057     0.0858310626702997     0.102500400705241     0.188331463375541     0.0606667735213977     0.0320564192979644      0.023401186087514    0.0502484372495592     0.110594646577977    0.202756852059625    0.0871934604904632    0.0754127263984613    0.0435165891969867      0.0219586472191056     0.00560987337714377
    G        73       169       145    33.3793103448276    0.472933884297521      0.018801652892562    0.0878099173553719     0.106611570247934      0.160123966942149     0.0413223140495868    0.00805785123966942    0.0714876033057851    0.0665289256198347    0.442561983471074     0.167768595041322     0.107231404958678    0.0871900826446281       0.142768595041322      0.0502066115702479
    F        83       231        80                27.9    0.331989247311828     0.0869175627240143     0.127240143369176      0.21415770609319     0.0259856630824373     0.0353942652329749     0.0129928315412186    0.0367383512544803     0.103046594982079    0.270161290322581     0.129928315412186    0.0788530465949821    0.0560035842293907      0.0515232974910394      0.0161290322580645
    G        73       180       500              34.366    0.528429261479369      0.021125531048129    0.0721643484839667    0.0932898795320957      0.258220334051097     0.0435895943665251    0.00663446429610662    0.0888669033346913    0.0591864051678985    0.365302915672467     0.179770703602398     0.192399464587092     0.160449281266368      0.0254321131350754     0.00843857300820578
    G        74       200       142    26.3380281690141    0.383957219251337     0.0473262032085561    0.0762032085561497     0.123529411764706      0.111229946524064     0.0310160427807487    0.00775401069518717    0.0513368983957219    0.0692513368983957    0.383689839572192     0.162566844919786    0.0786096256684492    0.0508021390374332      0.0251336898395722     0.00802139037433155
    F        80       243       535    23.5121495327103    0.296207965657047      0.129024564750775      0.18745528261388     0.316479847364655      0.055330312425471     0.0238492725971858     0.0127991096271564    0.0479370379203434     0.119325860561253    0.280069957866285     0.125129183559901    0.0585102154384291    0.0439621591541458     0.00707528420383178     0.00198743938309882
    F        81       230       617    16.7487844408428    0.300658022063093     0.0966711825043546     0.150667698858138     0.247338881362493     0.0413199148442036     0.0297077607896265      0.016740855428682    0.0527385329978711     0.107799496806658    0.215792529514225     0.108380104509386     0.117379523901684    0.0838010450938649     0.00135475130636733    9.67679504548094e-05
    G        75       175       806     17.848635235732    0.338036980397609     0.0118865563742527    0.0538023077992493     0.065688864173502     0.0963436674544696     0.0294730988461004    0.00271096899763659    0.0294730988461004    0.0539413318504101     0.26310301682191     0.127207006812179     0.044765744473794    0.0387877102738774      0.0999582927846518      0.0448352564993744
    F        81       210       143    16.4405594405594    0.273500638026372     0.0714589536367503     0.137813696299447     0.209272649936197     0.0603998298596342     0.0365801786473841     0.0204168438962144    0.0591237771161208     0.150148872820077    0.241173968524032     0.106763079540621     0.082092726499362    0.0540195661420672      0.0204168438962144     0.00595491280306253
    C        83       250       258    18.3333333333333    0.159408033826638     0.0940803382663848     0.175475687103594     0.269556025369979     0.0249471458773784     0.0147991543340381     0.0342494714587738     0.046723044397463     0.152008456659619    0.145665961945032     0.066384778012685    0.0522198731501057    0.0266384778012685    0.000422832980972516                       0
    G        70       170       729    24.9272976680384    0.293968743121286     0.0155183799251596    0.0827096632181378    0.0982280431432974      0.246588157605107     0.0676315210213515    0.00478758529605987    0.0752256218357913     0.102190182698657    0.269480519480519     0.111104996698217    0.0898084965881576    0.0708782742681048     0.00654853620955316    0.000880475456746643
    G-F      76       210        56               5.375    0.285714285714286      0.026578073089701    0.0730897009966777    0.0996677740863787      0.215946843853821     0.0132890365448505    0.00996677740863787    0.0830564784053156     0.102990033222591    0.229235880398671    0.0930232558139535     0.152823920265781    0.0963455149501661       0.026578073089701     0.00332225913621262
