    pos    height    weight     GP         minutes               points               oRebounds             dRebounds              rebounds               assists                steals                  blocks               turnovers                 PF               fgAttempted              fgMade             ftAttempted              ftMade              threeAttempted            threeMade      
    F        81       215       105    7.92380952380952               0.34375     0.0673076923076923     0.143028846153846     0.210336538461538                0.03125     0.0288461538461538      0.0516826923076923    0.0649038461538462     0.168269230769231     0.206730769230769     0.127403846153846     0.115384615384615     0.0853365384615385     0.00961538461538462     0.00360576923076923
    G        74       175       275    18.5127272727273     0.497741111765861     0.0131604792771558    0.0555882930661952     0.068748772343351       0.10803378511098     0.0235710076605775     0.00353565114908662    0.0557847181300334    0.0773914751522294     0.414064034570811     0.190335886859163     0.133961893537615      0.110587310940876      0.0239638577882538     0.00648202710665881
    G        72       170        84    14.2380952380952     0.529264214046823     0.0158862876254181     0.092809364548495     0.108695652173913      0.115384615384615     0.0409698996655518      0.0167224080267559    0.0844481605351171     0.133779264214047     0.436454849498328      0.20819397993311     0.068561872909699     0.0543478260869565       0.161371237458194      0.0585284280936455
    C        84       225       108    9.17592592592593     0.414732593340061     0.0807265388496468     0.125126135216953     0.205852674066599     0.0443995963673058    0.00807265388496468      0.0554994954591322    0.0484359233097881     0.148335015136226     0.393541876892028     0.166498486377397     0.113017154389506     0.0756811301715439      0.0151362260343088     0.00605449041372351
    G        77       210       672    28.3005952380952     0.356556946051109     0.0211378693868966    0.0797665369649805     0.100904406351877     0.0615206646335051     0.0247660111473341     0.00673046587443475    0.0354401093700705    0.0926490693027658      0.30360710905458     0.131454411610054    0.0565779787569671     0.0451677358292144       0.119308023977285      0.0484803870017878
    F        83       198       262    14.6832061068702      0.37769690668053     0.0397712503249285     0.111515466597349     0.151286716922277     0.0441902781388095      0.011177540940993      0.0439303353262282    0.0670652456459579     0.101637639719262     0.317390174161684     0.132310891603847      0.11385495191058     0.0868208994021315      0.0772030153366259      0.0262542240707044
    F        79       210        81    14.4074074074074     0.265638389031705     0.0796915167095116     0.113967437874893     0.193658954584404     0.0565552699228792     0.0231362467866324     0.00942587832047986    0.0454155955441303      0.14738646101114     0.272493573264781     0.102827763496144    0.0831191088260497     0.0599828620394173    0.000856898029134533                       0
    G        76       190       142    7.35915492957746     0.276555023923445     0.0296650717703349    0.0755980861244019     0.105263157894737      0.111961722488038     0.0373205741626794      0.0076555023923445    0.0602870813397129     0.116746411483254     0.254545454545455     0.111004784688995    0.0545454545454545     0.0363636363636364      0.0717703349282297      0.0181818181818182
    G        73       195        81    22.7283950617284     0.294948397609995     0.0369364475828354    0.0841933731667572     0.121129820749593      0.156979902227051     0.0499728408473656      0.0141227593699077     0.105377512221619    0.0706137968495383     0.263986963606735     0.111895708853884    0.0722433460076046     0.0537751222161869      0.0630092341118957      0.0173818576860402
    F        81       240       644    15.4130434782609     0.230404996977635      0.109308885754584     0.161696554503325     0.271005440257909     0.0463429377392706     0.0330445295184364      0.0266975619584928    0.0522869232319162     0.138525085633689     0.205319363288334    0.0966149506346968    0.0628652024984888     0.0368728591577675     0.00261938343743703    0.000302236550473504
    G        63       136       650    29.6969230769231     0.273480806092317     0.0206185567010309    0.0731492514116977    0.0937678081127286      0.250479200124333      0.049992229187173      0.0013469408900171    0.0550173548153137    0.0587991503911309     0.243589079417707     0.112676785991815    0.0511837538206496     0.0431021084805471      0.0168885665440605      0.0050251256281407
    C        84       245       396    32.7727272727273     0.388580674988442     0.0866851595006935     0.199106179688704     0.285791339189397     0.0708121436276776     0.0209585452303899      0.0476190476190476     0.060795191863153     0.100015410695022     0.316920943134535      0.16635845276622    0.0972414855910002     0.0557867159808907     0.00161812297734628    7.70534751117275e-05
    F        82       240       495    18.7818181818182     0.363343013875444     0.0559320210820695     0.132946111648919     0.188878132730988     0.0395826610734646     0.0238786705388835       0.016026675271593    0.0257072173819512     0.110035495321071     0.294503603312897     0.138431752178122    0.0368936215983651     0.0288265031730666       0.139399806389158      0.0576530063461332
    F        80       240        65    16.3538461538462      0.32549388523048     0.0921919096895579     0.143932267168391     0.236124176857949     0.0329256820319849     0.0272812793979304      0.0395108184383819    0.0357478833490122     0.108184383819379     0.238005644402634     0.130761994355597    0.0950141110065851      0.063969896519285    0.000940733772342427                       0
    F        82       245       142    9.73239436619718     0.306801736613603      0.065123010130246     0.131693198263386     0.196816208393632     0.0209840810419682     0.0303907380607815       0.032561505065123    0.0311143270622287     0.112156295224313     0.291606367583213      0.11794500723589    0.0904486251808972     0.0694645441389291     0.00795947901591896     0.00144717800289436
    F        79       213       507    12.8224852071006      0.20289186279034      0.077834179357022    0.0852176588217197     0.163051838178742     0.0384556222119674     0.0499923088755576       0.021227503461006    0.0258421781264421     0.115674511613598     0.183356406706661     0.083679433933241    0.0481464390093832     0.0333794800799877      0.0104599292416551     0.00215351484387017
    G        65       133       644    19.9534161490683     0.447626459143969     0.0214007782101167    0.0459922178988327    0.0673929961089494      0.161556420233463      0.030272373540856     0.00264591439688716    0.0582879377431907    0.0508949416342412     0.384747081712062     0.160622568093385     0.110350194552529     0.0966536964980545      0.0852140077821012       0.029727626459144
    F        81       225       173    11.6473988439306      0.23970223325062      0.110669975186104     0.182630272952854     0.293300248138958     0.0461538461538462     0.0124069478908189      0.0233250620347395    0.0560794044665012    0.0992555831265509     0.226799007444169      0.10818858560794    0.0436724565756824     0.0223325062034739     0.00694789081885856    0.000992555831265509
    G        73       185       100               19.45     0.332133676092545     0.0138817480719794    0.0791773778920308    0.0930591259640103      0.110539845758355     0.0287917737789203     0.00359897172236504    0.0426735218508997    0.0575835475578406     0.319794344473008     0.110025706940874    0.0673521850899743     0.0503856041131105       0.185089974293059      0.0616966580976864
    C        85       243       342    18.1023391812865     0.396058795025036     0.0909384590534647     0.123404942658698     0.214343401712163     0.0289129381360039     0.0111452107898562      0.0218058471975448    0.0442577935713132     0.117913099660798     0.328541431109675     0.163463091584558    0.0983685995800355      0.068971087061864    0.000969148764335325    0.000161524794055888
    F-C      81       240       357    24.8683473389356     0.467672899301645     0.0521513854471728      0.14654201396711     0.198693399414282      0.083802658256364      0.037958999774724      0.0167830592475783     0.084703762108583     0.133138094165353     0.361004730795224     0.186641135390854     0.116355034917774     0.0883081775174589      0.0172336111736878     0.00608245100247804
    F        79       255       115    11.5739130434783     0.212622088655147      0.134485349361382     0.163786626596544     0.298271975957926     0.0300525920360631     0.0217881292261458     0.00601051840721262    0.0353117956423742     0.175807663410969     0.148009015777611    0.0773854244928625    0.0909090909090909     0.0578512396694215                       0                       0
    G        71       165       526    13.0988593155894      0.37300435413643     0.0179970972423803    0.0584905660377358    0.0764876632801161      0.158925979680697     0.0528301886792453     0.00391872278664732    0.0505079825834543    0.0880986937590711     0.303483309143686     0.139042089985486    0.0780841799709724     0.0657474600870827      0.0782293178519594      0.0291727140783745
    G        73       160       608    27.7023026315789      0.40123493439411     0.0189396188327495    0.0742148073383602    0.0931544261711097      0.132221100754022     0.0474974766965505      0.0121712284034911    0.0546220982010331    0.0750460131805498     0.345722258505017     0.150804488511548    0.0771833996318946     0.0637059906192484       0.100754022442558      0.0359199667517663
    C-F      83       240       576    22.4600694444444     0.304320939939708     0.0807760686403339      0.16673108139445     0.247507150034784     0.0418180412769576     0.0239622787354101      0.0282136507691119    0.0578959573316843     0.102574012522223     0.232743294426838     0.114400556543248     0.131019556311355     0.0754425291798717    0.000695679060060292    7.72976733400325e-05
    C-F      83       225      1089    31.0578512396694     0.291821891076814     0.0887587960499083     0.159866359174502      0.24862515522441     0.0491100467151558     0.0269646975341494      0.0329962746141565    0.0396783158890663    0.0951451717816806     0.247324226834605     0.113890367216605    0.0803618946248004     0.0638046242090947     0.00174442670451186    0.000236532434510082
    G        74       189       134    12.3358208955224      0.31881427707199     0.0248033877797943    0.0756200846944949     0.100423472474289      0.160919540229885     0.0387174833635814     0.00241984271022384    0.0865093768905021    0.0574712643678161     0.318209316394434     0.122202056866304     0.073200241984271     0.0562613430127042      0.0514216575922565      0.0181488203266788
    F-C      81       245       683    17.7364568081991     0.319052336140003     0.0826316658411755     0.137526828462935     0.220158494304111     0.0367343569423807     0.0241043420835397      0.0147762918936767    0.0491167244510484     0.147019976886247     0.254333828628034     0.127868581806175    0.0889053987122338     0.0632326234109295    0.000990589400693413    8.25491167244511e-05
    G-F      79       218       152    21.2171052631579      0.44093023255814      0.027906976744186     0.127441860465116     0.155348837209302     0.0666666666666667     0.0232558139534884      0.0089922480620155    0.0356589147286822    0.0617054263565891     0.378604651162791     0.163720930232558    0.0697674418604651     0.0573643410852713       0.162170542635659      0.0561240310077519
    G-F      79       218       383     19.822454308094     0.348656480505796     0.0520284510010537     0.123419388830348     0.175447839831401     0.0694151738672287     0.0449157007376185       0.023709167544784    0.0443888303477345     0.113935721812434     0.305716543730242     0.127897787144362    0.0666491043203372     0.0482086406743941       0.119731296101159      0.0446522655426765
    G        74       185        35    11.1714285714286     0.552429667519182      0.030690537084399    0.0639386189258312    0.0946291560102302      0.166240409207161     0.0460358056265985       0.010230179028133    0.0946291560102302     0.161125319693095     0.475703324808184     0.214833759590793     0.163682864450128      0.117647058823529      0.0230179028132992      0.0051150895140665
    F        79       217       589    36.2818336162988     0.456434253626579     0.0454375292466074     0.117641553579785     0.163079082826392     0.0785680861020122     0.0449695835283107     0.00818905007019186    0.0623771642489471    0.0752456715021058     0.382405240992045     0.168694431445952     0.121525503041647      0.103041647168928      0.0501169864295742      0.0160037435657464
    G        72       185       196    19.1530612244898     0.419286094832179     0.0162493340436867    0.0644645711241343     0.080713905167821      0.174214171550346     0.0394246137453383     0.00346297282898242    0.0767181672882259    0.0935002663825253     0.355354288758657     0.158763985082579     0.115876398508258     0.0929675013319126      0.0354288758657432     0.00879062333510922
    G        75       210       427    27.7306791569087     0.353010725445486     0.0130056583058863    0.0755848323621316    0.0885904906680179      0.250654505531627     0.0332742167046702     0.00295583143315598    0.0613968414829829    0.0637615066295076      0.28139515243645     0.136643864538468    0.0604678658897053     0.0528671564901613      0.0701798834557892      0.0268558398783886
    F-C      80       255       146    8.71232876712329     0.230345911949686      0.113207547169811     0.191037735849057     0.304245283018868      0.020440251572327      0.035377358490566      0.0180817610062893    0.0738993710691824     0.158018867924528     0.205974842767296    0.0959119496855346    0.0856918238993711     0.0385220125786164     0.00235849056603774                       0
    F-C      83       215      1045    24.6650717703349     0.419204655674103     0.0729388942774006     0.164345295829292     0.237284190106693     0.0465179437439379     0.0272356935014549      0.0621532492725509     0.053462657613967     0.116624636275461     0.342774005819593     0.157594568380213     0.148671193016489      0.103937924345296     0.00143549951503395    7.75945683802134e-05
    G        77       207       297    15.1683501683502     0.441287458379578     0.0390677025527192     0.106992230854606     0.146059933407325     0.0652608213096559     0.0206437291897891      0.0102108768035516    0.0688124306326304     0.111431742508324     0.389123196448391      0.16204217536071     0.101442841287458     0.0819089900110988       0.104328523862375      0.0352941176470588
    F        80       212        83    10.1807228915663     0.259171597633136     0.0650887573964497      0.12189349112426      0.18698224852071     0.0437869822485207     0.0343195266272189      0.0118343195266272    0.0284023668639053     0.132544378698225     0.276923076923077      0.10887573964497    0.0650887573964497     0.0414201183431953     0.00710059171597633                       0
    C-F      82       225        11    8.72727272727273     0.385416666666667                0.03125               0.21875                  0.25      0.114583333333333     0.0104166666666667      0.0833333333333333                 0.125                0.1875                 0.375     0.135416666666667                 0.125      0.114583333333333                       0                       0
    F        80       220       150    27.6733333333333     0.481329800048181      0.106721271982655      0.12213924355577     0.228860515538424     0.0414357986027463     0.0231269573596724     0.00626355095157793    0.0650445675740785     0.081907973982173     0.391953746085281     0.189111057576488     0.153697904119489      0.103107684895206     0.00216815225246928                       0
    C        84       240       541    17.3918669131238     0.281432670847061      0.084387288766075     0.157189924540334     0.241577213306409     0.0258263364863429     0.0233818684238495      0.0815176958231481    0.0531406100542034     0.156339674779466     0.215644595599957     0.109363375491551     0.101179721543203     0.0624933574237432    0.000743968540758848    0.000212562440216814
    F-C      81       220       392    23.7678571428571     0.531501556294945     0.0474401631426425     0.144789095202318     0.192229258344961     0.0636470967049479     0.0250080498014382      0.0186755393366964    0.0561339486959322      0.11419984973704     0.449071589567457     0.196951808522056     0.158849415047762      0.130192121927659      0.0238274122571643      0.0074058173231727
    F-C      84       235       662    27.6223564954683     0.300448430493274      0.110248277370666     0.209832658864705     0.320080936235371     0.0282183090889205      0.018702832768238      0.0487258011593569    0.0559991250136717      0.11276386306464     0.196926610521711     0.111888876736301     0.122552772612928     0.0766706770206716    0.000328119873126982                       0
    F        80       220       254    32.0551181102362     0.433800049127978     0.0364775239498895      0.12662736428396     0.163104888233849     0.0566199950872022     0.0221075902726603      0.0287398673544584    0.0464259395725866    0.0880619012527634     0.381847211987227     0.172193564234832     0.072463768115942     0.0569884549250798      0.0999754360108082      0.0324244657332351
    G        76       185       537    28.9776536312849     0.483195167405694     0.0162585952059636    0.0659340659340659    0.0821926611400296     0.0957522010153589     0.0305892937471885     0.00629779577147998    0.0525030525030525    0.0609215346057451      0.41404794036373     0.180772443930339    0.0951738320159373      0.076794550478761       0.126470021206863      0.0448557290662554
    F        79       195        18    6.11111111111111     0.390909090909091                    0.1    0.0636363636363636     0.163636363636364     0.0181818181818182     0.0272727272727273     0.00909090909090909    0.0545454545454545     0.145454545454545     0.418181818181818     0.154545454545455     0.145454545454545     0.0818181818181818                       0                       0
    F-C      82       230       584    14.3732876712329     0.297116988324994     0.0789849892780558     0.151536812008578     0.230521801286633      0.058136764355492     0.0318084345961401      0.0250178699070765    0.0464617583988563     0.101620204908268     0.281868000953062     0.124374553252323    0.0372885394329283     0.0259709316178223      0.0588515606385513      0.0223969502025256
    G        71       166       334    25.5928143712575     0.362189985961628     0.0226953673373889    0.0744033692091717    0.0970987365465606      0.168577445016378     0.0588441740758072     0.00467945718296678    0.0678521291530182    0.0967477772578381     0.322063640617688     0.131726719700515       0.1231867103416     0.0938231165184839      0.0255030416471689     0.00491343004211511
    C        87       212       130    12.6692307692308     0.304796599878567     0.0807528840315726     0.145112325440194     0.225865209471767     0.0267152398299939     0.0170006071645416      0.0989678202792957    0.0473588342440801     0.101396478445659     0.259259259259259     0.122040072859745     0.100182149362477     0.0607164541590771     0.00242865816636308                       0
    F        81       235         9    8.55555555555556     0.363636363636364       0.12987012987013     0.207792207792208     0.337662337662338                      0      0.025974025974026       0.025974025974026    0.0909090909090909     0.116883116883117     0.324675324675325     0.155844155844156     0.103896103896104      0.051948051948052                       0                       0
    G        72       160       155    28.8322580645161     0.444170955471023      0.018124860147684    0.0751846050570597    0.0933094652047438      0.186842694115015      0.036921011411949     0.00402774669948534    0.0886104273886776    0.0449765048109197     0.371223987469232      0.17319310807787    0.0908480644439472     0.0783172969344372      0.0534795256209443      0.0194674423808458
    F        83       252       542    15.7564575645756     0.245550351288056     0.0755269320843091     0.109367681498829     0.184894613583138     0.0490632318501171     0.0161592505854801      0.0114754098360656    0.0391100702576112     0.154098360655738      0.17576112412178    0.0799765807962529      0.12248243559719     0.0855971896955504    0.000585480093676815                       0
    G        78       220       189    14.6613756613757     0.267773367015518     0.0328401299169975    0.0884157343919163     0.121255864308914      0.118007939372068     0.0396968603392277     0.00793937206784554    0.0732587513533021     0.092385420425839     0.280765066762901     0.106820642367376    0.0674846625766871     0.0404186214363046      0.0458318296643811      0.0137134608444605
    F-C      82       224       379     16.664907651715     0.388537048765041     0.0788473717542749     0.128562381253958     0.207409753008233     0.0598480050664978     0.0234325522482584      0.0115579480683977    0.0653894870170994     0.108296390120329     0.307473084230526     0.153103229892337     0.108771374287524     0.0799556681443952      0.0118746041798607     0.00237492083597213
    G        76       180       199    15.1959798994975     0.216269841269841     0.0363756613756614    0.0856481481481482      0.12202380952381      0.183531746031746     0.0763888888888889     0.00562169312169312    0.0552248677248677    0.0710978835978836     0.180555555555556    0.0796957671957672     0.078042328042328     0.0568783068783069     0.00496031746031746                       0
    F        81       234       389    13.8149100257069     0.415147004093785     0.0554521771492371     0.140305173055452     0.195757350204689     0.0450316337923335      0.024004465947153       0.024004465947153    0.0448455526609602       0.1378861183476     0.369371045775958     0.164495720133978    0.0504279866021585     0.0392631187197618       0.118347599553405      0.0468924451060662
    C-F      82       220       102    10.6862745098039     0.205504587155963     0.0844036697247706     0.180733944954128     0.265137614678899     0.0394495412844037     0.0100917431192661      0.0807339449541284    0.0339449541284404     0.162385321100917     0.208256880733945    0.0844036697247706    0.0486238532110092      0.036697247706422    0.000917431192660551                       0
    C        83       240        28                5.25     0.319727891156463     0.0680272108843537     0.156462585034014     0.224489795918367     0.0272108843537415     0.0340136054421769      0.0340136054421769    0.0136054421768707     0.122448979591837     0.258503401360544     0.115646258503401     0.149659863945578     0.0884353741496599                       0                       0
    G        77       175       752    32.1848404255319      0.47812254679172     0.0128083295459241    0.0682560013221502    0.0810643308680742        0.1223815229517     0.0306160393339669     0.00706523984630005    0.0640829649217039    0.0511093666074454     0.407842003057472     0.167293310746602     0.105813328926166     0.0895343552452175       0.154071809279841      0.0540015700532992
    F        81       235       659    17.4218512898331     0.389774409894608     0.0609702987544639     0.169758731817786      0.23072903057225     0.0546119675986412     0.0213396045640624      0.0188136921870917    0.0571378799756119    0.0952878669105479     0.318700461632262     0.129866736347008     0.107656127515025     0.0926748541067851       0.109920738611619      0.0373660830938072
    F-C      81       230         4                 6.5     0.576923076923077      0.115384615384615    0.0769230769230769     0.192307692307692                      0                      0                       0    0.0769230769230769     0.307692307692308     0.230769230769231     0.153846153846154     0.384615384615385      0.269230769230769                       0                       0
    G        75       185       199    19.0402010050251     0.364476115069939      0.031142781736606    0.0673000791765637    0.0984428609131697      0.140934283452098     0.0464502507257852     0.00844550013196094    0.0683557666930589     0.102137767220903     0.358669833729216     0.137503299023489    0.0836632356822381     0.0607020321984693       0.089733438902085      0.0287674848244919
    F-C      81       210        20               11.75     0.119148936170213     0.0595744680851064     0.182978723404255     0.242553191489362     0.0297872340425532                      0      0.0127659574468085    0.0340425531914894     0.127659574468085     0.170212765957447    0.0553191489361702    0.0340425531914894    0.00851063829787234     0.00425531914893617                       0
    F-G      77       210       667    19.8035982008996     0.226057990763873      0.014989779695662    0.0641229464758876    0.0791127261715497      0.060867590279355     0.0252100840336134     0.00499659323188735    0.0347490347490347     0.115300174123704     0.185328185328185    0.0828223181164358    0.0660155954273601     0.0544325838443485      0.0200620788856083     0.00598077068665304
    G        76       195       871    22.5866819747417     0.336806791033396     0.0111320083362985    0.0708585370812789    0.0819905454175774      0.149138413053423     0.0286687337975906     0.00432064250495603    0.0472220810247547    0.0466121079652315     0.259746861180298     0.115437401514766     0.110455954861994      0.087632796218167      0.0587099069791084      0.0182991917856961
    F        78       200       451     22.470066518847     0.382277481744622      0.045095717387014     0.086836392342609     0.131932109729623     0.0842707716597592     0.0431221630155911      0.0116439707913953    0.0563449773041247    0.0758831655812118     0.339253996447602     0.156700217090981    0.0843694493783304     0.0606867969212552      0.0352279455298994     0.00819025064140517
    C-F      84       265       110    9.10909090909091     0.232534930139721      0.100798403193613     0.179640718562874     0.280439121756487    0.00399201596806387     0.0119760479041916      0.0698602794411178    0.0958083832335329     0.178642714570858     0.216566866267465    0.0858283433133733     0.106786427145709     0.0608782435129741                       0                       0
    C        83       245       270    37.4740740740741     0.542696185016802     0.0652302826645582     0.213876260130461     0.279106542795019     0.0964617513342558     0.0230282664558213      0.0213480925084009    0.0648349476181063    0.0691836331290769     0.363905910258944     0.197371021941095     0.190749159913026      0.147855307372999    0.000691836331290769     9.8833761612967e-05
    F-C      81       215       903    28.8848283499446     0.346624238009431      0.089061841045892       0.1699191043975     0.258980945443392     0.0389909136218993     0.0164858336847755      0.0340835026645708    0.0516044933481578    0.0978031668136334     0.272974734501399      0.12218686500786     0.140627995245946      0.102173829697504     0.00088180040639497    7.66782962082583e-05
    G        75       180       113    16.4159292035398     0.281940700808625     0.0091644204851752    0.0722371967654987    0.0814016172506739      0.159568733153639      0.030188679245283      0.0107816711590297    0.0560646900269542     0.145013477088949      0.24743935309973     0.106199460916442    0.0716981132075472     0.0549865229110512      0.0555256064690027        0.01455525606469
    F        81       289       277    20.9747292418773     0.361101549053356     0.0719449225473322     0.124096385542169     0.196041308089501     0.0385542168674699     0.0314974182444062      0.0142857142857143    0.0471600688468158      0.12960413080895     0.301376936316695     0.135456110154905     0.125817555938038     0.0895008605851979     0.00413080895008606    0.000688468158347676
    G-F      79       205       230     16.004347826087     0.342569953816898     0.0790546047269764     0.110296115186091     0.189350719913067     0.0798696006519967      0.054333061668025      0.0203748981255094    0.0880195599022005       0.1306710133116     0.290953545232274     0.128497690844879     0.118989405052975     0.0779679434936159      0.0309698451507742      0.0076066286335235
    F-C      81       225       417    22.7458033573141     0.291302055877702      0.106800210859251     0.173431734317343     0.280231945176595     0.0261465471797575     0.0166578808645229      0.0127569847127043    0.0474433315761729     0.105956773853453     0.240695835529784     0.113863995782815      0.10479704797048     0.0632577754348972     0.00189773326304692    0.000316288877174486
    G-F      78       193       117     19.008547008547     0.620953237410072     0.0409172661870504    0.0719424460431655     0.112859712230216     0.0867805755395683     0.0490107913669065     0.00179856115107914    0.0598021582733813    0.0984712230215827     0.568794964028777     0.264388489208633    0.0948741007194245     0.0849820143884892      0.0233812949640288     0.00719424460431655
