 AspectRatio Duration  Character
    1.1321    0.5460	M
    2.1395    0.5560	M
    2.1837    0.5600	V
    1.4426    0.8170	V
    4.5000    0.4110	J
    6.8824    0.4910	J
    1.3077    0.5970	M
    1.2308    0.6500	M
    2.6957    0.3120	V
    2.7500    0.3260	V
    4.6296    0.4470	J
    4.6429    0.4170	J
    2.2000    0.5270	M
    1.1875    0.5660	M
    2.8519    0.3830	V
    2.7143    0.4090	V
    6.1892    0.4710	J
    8.2963    0.4760	J
    1.5902    0.5510	M
    1.6102    0.5630	M
    2.4423    0.2890	V
    3.3611    0.3170	V
    3.5556    0.8550	J
    1.5833    0.5890	M
    1.4078    0.6010	V
    4.7714    0.6340	J
    1.7344    0.8220	M
    2.9524    0.4430	V
    5.9375    0.3460	J
    6.0625    0.3780	J
    1.0857    0.5550	M
    1.0909    0.5840	M
    1.0426    0.5010	V
    1.4000    0.5630	V
    6.9444    0.3750	J
    5.9091    0.4720	J
    1.7241    0.5730	M
    1.7143    0.5580	M
    2.9302    0.2420	V
    3.4359    0.2230	V
    9.5263    0.4250	J
    9.1333    0.4150	J
    1.1190    0.4340	M
    1.4242    0.4110	M
    2.8571    0.2620	V
    2.6190    0.2310	V
    4.1905    0.7160	J
    3.6111    0.6040	J
    1.5000    0.6150	M
    1.5143    0.6370	M
    2.7619    0.3610	V
    1.7241    0.3450	V
    7.0000    0.6470	J
    6.1538    0.5850	J
    1.1579    0.8000	M
    1.3913    0.7690	M
    2.3125    0.4710	V
    2.5333    0.3950	V
    4.3333    0.4350	J
    4.2800    0.4090	J
    1.1064    0.5490	M
    0.6545    0.4850	M
    2.2593    0.3320	V
    2.4286    0.3100	V
    5.5000    0.7090	J
    4.7755    0.6490	J
    4.0000    0.3390	J
    1.8000    0.5700	M
    2.1111    0.6260	M
    1.8448    0.5420	M
    2.9032    0.3280	V
    2.7917    0.2800	V
    3.0000    0.2990	V
    5.6923    0.6100	J
    6.2273    0.6140	J
    1.3043    0.5540	M
    1.0545    0.5600	M
    3.2759    0.2590	V
    2.5652    0.2660	V
    4.6744    0.4450	J
    5.1026    0.4410	J
    1.7937    0.4920	M
    2.0889    0.4900	M
    2.4681    0.2900	V
    2.4889    0.2390	V
    9.3889    0.6300	J
    6.7500    0.5330	J
    1.6444    0.7500	M
    1.0816    0.6010	M
    2.2000    0.3220	V
    2.6400    0.2290	V
    5.4762    0.5950	J
    4.3478    0.5140	J
    1.2500    0.5010	M
    1.0541    0.4220	M
    2.3333    0.2750	V
    2.0833    0.2680	V
    4.6897    0.5400	J
    7.0000    0.4180	J
    1.0833    0.4260	M
    1.1250    0.4590	M
    1.6591    0.2690	V
    2.2069    0.2490	V
    4.8333    0.4940	J
    7.0000    0.3710	J
    1.4222    0.5000	M
    1.3158    0.4310	M
    2.9130    0.3060	V
    2.7619    0.2850	V
    3.5484    0.5220	J
    4.4444    0.4550	J
    1.0238    0.4490	M
    0.6939    0.3760	M
    2.1724    0.2250	V
    2.2353    0.2340	V
    4.3000    0.5510	J
    4.1463    0.5960	J
    0.8400    0.8250	M
    0.9263    0.7780	M
    2.0690    0.3760	V
    2.1385    0.4120	V
    4.1159    1.6300	J
    4.5254    1.0170	J
    2.4848    1.3120	M
    1.5070    0.9080	M
    2.2333    0.7570	V
    1.9811    0.5880	V
    5.5238    0.5180	J
    3.4815    0.3000	J
    1.9412    0.5510	M
    1.9655    0.6180	M
    3.2333    0.4760	V
    2.6774    0.8670	V
    5.5500    0.6800	J
    8.2917    0.5120	J
    1.4063    0.6130	M
    1.4667    0.5320	M
    4.8333    0.2890	V
    5.0385    0.2780	V
    5.0667    0.4290	J
    6.5385    0.2920	J
    1.5952    0.8350	M
    1.2857    0.6490	M
    3.4545    0.3650	V
    3.2000    0.3790	V
    7.0909    0.5240	J
    5.8235    0.5120	J
    3.3500    0.4800	M
    2.9333    0.4880	M
    3.2222    0.2740	V
    3.2581    0.2430	V
    7.5000    0.5740	J
    7.4444    0.5300	J
    2.9200    0.6290	M
    1.8936    0.5860	M
    2.3529    0.3260	V
    2.5312    0.3330	V
    8.5556    0.4470	J
    7.0870    0.4140	J
    1.2075    0.5390	M
    1.1475    0.5480	M
    1.7838    0.2550	V
    2.0000    0.2650	V
    6.6364    0.4840	J
    4.2500    0.4950	J
    1.3208    0.5250	M
    1.1042    0.5780	M
    2.5000    0.2640	V
    2.0606    0.3030	V
    4.0392    0.5350	J
    7.9524    0.3530	J
    1.5600    0.6500	M 
    1.8636    0.6250	M
    2.4583    0.4070	V
    2.6905    0.3580	V
    8.6842    0.5490	J
    6.3158    0.5630	J
    0.8033    0.5660	M
    0.5763    0.5860	M
    2.3929    0.4070	V
    2.4615    0.3810	V
    4.9167    0.4920	J
    5.8235    0.5140	J
    0.7059    0.4540	M
    0.9200    0.4900	M
    1.2778    0.6030	V
    1.6667    0.3540	V
    5.5833    0.5790	J
    5.8095    0.5820	J
    1.5000    0.5390	M
    1.0217    0.5030	M
    2.3846    0.2920	V
    2.3913    0.3000	V
    5.4750    0.5770	J
    5.4706    0.4790	J
    1.7255    0.6270	M
    1.5714    0.6070	M
    1.9310    0.4090	V
    2.1628    0.3380	V
    4.0811    0.4310	J
    4.5000    0.3930	J
    1.5753    0.7150	M
    1.6441    0.5510	M
    2.7222    0.2310	V
    2.3214    0.2720	V
    3.7368    0.3090	J
    2.6522    0.2510	J
    1.7358    0.5870	M
    2.1961    0.5490	M
    2.9000    0.2630	V
    1.9455    0.2430	V
    5.7778    0.5340	J
    4.6667    0.5290	J
    1.8621    0.6480	M
    1.4571    0.6340	M
    3.0000    0.3590	V
    2.9048    0.3430	V
    8.5000    0.3910	J
   11.5385    0.3450	J
    2.9459    0.7320	M
    2.5263    0.5760	M
    4.2500    0.3390	V
    3.4348    0.2670	V
    3.9286    0.3940	J
    7.5000    0.5080	J
    1.5417    0.5060	M
    1.2593    0.4930	M
    2.1200    0.3680	V
    3.9231    0.4080	V
    3.2647    0.6550	J
    4.4444    0.4750	J
    1.4364    0.6010	M
    1.3818    0.4730	M
    1.9394    0.3040	V
    1.8095    0.2770	V
    5.1538    0.4470	J
    3.0784    1.1220	J
    2.0000    0.5200	M
    1.1887    0.7770	M
    2.5455    0.3090	V
    1.7872    0.5830	V
    8.4737    0.3990	J
    7.5652    0.3580	J
    1.6875    0.5110	M
    1.2833    0.4710	M
    2.6190    0.2900	V
    2.7879    0.2560	V
