       AspectRatio       Duration    Character
     4.33333333333333     1.424          K    
     1.71428571428572     1.203          M    
     2.53571428571428     0.816          O    
     3.57142857142857     0.773          Q    
     2.22641509433963     0.539          S    
     1.53061224489796     0.781          W    
     2.10810810810811     0.591          W    
     2.15384615384615     0.656          Y    
     1.65116279069767     0.216          C    
     2.53333333333333     0.223          C    
     1.62790697674418     0.304          E    
     2.48148148148148     0.303          E    
                1.875     0.295          O    
                    4     0.297          S    
                 2.25     0.296          U    
                 1.45     0.298          U    
     1.43181818181818     0.365          W    
     1.45238095238095     0.372          W    
     6.95454545454545     0.361          Y    
     1.90322580645161     0.472          A    
     2.83333333333334     0.372          A    
     1.62068965517242     0.269          C    
     2.07692307692308     0.207          C    
     4.89285714285716     0.449          G    
                 2.25     0.487          K    
     3.62500000000001     0.292          O    
                3.375     0.337          S    
     1.32558139534884      0.36          U    
     1.56410256410257     0.408          W    
                    2     0.398          W    
                  5.1     0.432          Y    
     1.02439024390244     0.513          A    
     3.66666666666666     0.465          G    
                1.575     0.485          K    
     2.65384615384615     0.337          S    
     3.63888888888888      0.51          Y    
     3.80645161290323     0.448          A    
      3.3030303030303     0.423          A    
     2.54545454545455     0.271          C    
     3.32142857142857     0.427          E    
     4.65217391304348     0.424          I    
                    3      0.63          K    
     1.40425531914894      0.66          M    
      2.3265306122449      0.57          M    
     3.86363636363636     0.348          O    
     3.61363636363636      0.56          Q    
     1.55102040816326     0.565          E    
     1.28571428571429     0.379          E    
     1.92982456140351     0.831          G    
     2.04651162790697      0.73          K    
     2.08888888888889     0.708          K    
     1.23076923076923     0.606          M    
     1.79411764705882     0.371          O    
                 2.25     1.388          Q    
               2.9375     0.652          Q    
                 1.75     0.694          U    
                    2     0.448          U    
                  1.8     0.605          W    
     2.07142857142857     0.916          Y    
     1.23684210526316     0.294          C    
     2.88888888888889     0.624          G    
     7.35714285714286     0.388          I    
     1.19565217391304     0.597          M    
                 1.92     0.365          O    
     4.32142857142857     0.613          Q    
     3.78947368421052     0.365          S    
     2.13793103448276     0.442          U    
     1.65909090909091      0.49          W    
                 1.05     0.576          W    
     2.28571428571429     0.333          C    
     3.86206896551724     0.999          I    
     1.23076923076923     0.569          M    
     1.28571428571428     0.519          M    
     2.14814814814815     0.472          S    
     1.31914893617021     0.511          A    
     3.83333333333333     0.526          I    
    0.776119402985075     0.597          M    
     4.38461538461539      0.28          O    
     1.72222222222222     0.406          S    
     1.53061224489796     0.463          W    
     2.95238095238095     0.503          Y    
     1.84848484848485     0.406          A    
     1.93548387096775       0.2          C    
     1.79310344827586     0.304          E    
     2.25531914893617     0.476          G    
     16.4285714285714     0.355          I    
      1.6046511627907     0.493          M    
     2.02777777777778     0.357          U    
     1.65853658536585     0.443          W    
                    4     0.531          Y    
                    2     0.537          A    
     2.30612244897959     0.485          A    
     2.54347826086956     0.402          E    
                4.125     0.489          G    
     18.8571428571428     0.298          I    
     1.75471698113208     0.555          M    
      3.4390243902439     0.314          O    
     2.95121951219512      0.34          S    
     2.15384615384615     0.502          U    
                1.575      0.51          U    
     1.75510204081633      0.46          W    
     3.72972972972973     0.489          Y    
     6.59259259259259      0.69          I    
     3.03636363636363      0.68          K    
     2.29824561403509     0.662          K    
               1.9375     0.694          M    
     3.02040816326531     0.432          O    
     2.69767441860465     0.429          O    
     2.96551724137931     0.806          Q    
     2.97872340425532     0.461          S    
     1.89855072463768      0.52          U    
                 1.12     0.549          C    
     1.27586206896552     0.408          E    
     1.80555555555556     0.304          E    
     3.30000000000001     0.472          G    
     2.93617021276596     0.838          I    
     4.33333333333333     0.341          I    
                 1.82     0.603          K    
     2.36842105263158     0.924          Q    
     3.99999999999999     0.494          Q    
                3.125     0.372          S    
    0.984848484848484     0.568          U    
     1.11428571428571     0.892          W    
                 1.25     0.524          W    
     2.97222222222222     0.344          A    
     1.47916666666667     0.201          C    
                  1.5     0.296          E    
     1.83720930232558     0.286          E    
     3.16216216216217     0.413          G    
     2.15384615384616     0.411          G    
                 24.5     0.248          I    
                  1.5       0.4          M    
     2.72727272727273     0.251          O    
              3.53125     0.284          O    
     2.61538461538461     0.456          Q    
     3.34615384615385      0.28          S    
                  3.8     0.737          I    
     3.34615384615384     0.668          K    
     2.19047619047619      0.68          Y    
     1.61764705882353     0.484          A    
     1.72727272727273     0.394          E    
                  1.2     0.682          M    
     2.51724137931034     0.589          Q    
     2.41379310344828     0.738          Q    
     2.33333333333333     0.424          S    
     1.07142857142857     0.622          W    
     2.39473684210526     0.341          E    
                  5.5     0.326          I    
     2.82926829268292     0.428          K    
     3.16666666666667     0.452          K    
                 2.25     0.262          O    
     2.72340425531915     0.493          Q    
                  3.5     0.471          Q    
     3.60869565217391     0.275          S    
     2.75862068965517     0.265          U    
     2.43243243243243     0.376          W    
     1.56756756756757     0.302          C    
     1.59090909090909     0.411          E    
     1.29268292682927     0.335          E    
     3.79999999999999     0.572          I    
     3.29729729729729     0.577          K    
     1.14285714285714     0.578          M    
                 2.32     0.305          O    
     2.52173913043478     0.296          O    
     2.10714285714285     0.375          S    
     5.45454545454545     0.532          Y    
     1.23255813953488     0.242          C    
      1.1304347826087     0.427          E    
     2.21666666666667      0.68          G    
     3.16666666666667     0.867          I    
     0.86764705882353     0.682          M    
               2.1875     0.339          O    
     2.76923076923077     0.551          Q    
     2.33333333333333     0.334          S    
     2.93103448275862     0.459          A    
     1.32432432432432     0.261          C    
              1.53125      0.26          C    
     3.73913043478262     0.464          G    
                 2.84     0.568          K    
     2.24137931034482     0.544          M    
     2.27272727272727     0.579          M    
     2.31818181818182      0.35          O    
     2.39130434782609     0.303          S    
     7.54545454545454     0.461          Y    
     1.89655172413793     0.405          E    
     2.36363636363636     0.654          Q    
     2.17142857142857     0.477          S    
     2.15384615384615     0.443          S    
     1.92592592592593     0.469          U    
     2.66666666666666      0.59          Y    
     1.44444444444444     0.307          E    
     12.1666666666667     0.557          I    
     1.16666666666667     0.533          M    
     1.96774193548387     0.304          S    
     2.42857142857143     0.318          S    
     1.08888888888889     0.412          W    
     3.31578947368421     0.459          A    
     3.19999999999999     0.319          E    
     2.96551724137931     0.511          K    
                    2      0.41          M    
     1.55813953488372     0.938          M    
     3.85714285714286     0.279          O    
     3.57692307692307     0.527          Q    
     2.66666666666667     0.429          U    
     4.61904761904762     0.463          Y    
     3.60975609756098     0.563          I    
     3.15151515151515     0.896          K    
     2.63934426229508     0.655          K    
     2.10526315789474     0.908          M    
     2.88571428571428     0.734          Q    
                  4.6     0.715          Q    
     1.41772151898734     0.526          U    
     2.41176470588235     0.659          W    
     2.63529411764706     0.776          Y    
     2.60240963855422     0.849          A    
     2.78260869565217     0.279          C    
     1.49090909090909       0.4          E    
     3.46052631578948     0.931          G    
     2.64864864864865     0.673          G    
     10.9444444444445      0.59          I    
     2.15714285714286     0.753          M    
                    2     0.687          M    
                  2.8     0.442          O    
     2.74468085106383     0.668          Q    
      3.3015873015873      0.62          Q    
     1.89024390243902     0.628          U    
     5.07317073170731     0.431          Y    
     1.75384615384615     0.383          A    
     3.19047619047619     0.358          C    
     1.10294117647059     0.381          M    
     2.51351351351351     0.355          O    
     3.44736842105263     0.337          S    
     3.70833333333333     0.446          Y    
                 3.48     0.478          Y    
     3.25925925925926     0.497          C    
     3.25581395348838      0.56          G    
     3.11111111111111     0.514          K    
     2.13953488372093     0.556          M    
     4.18518518518519      0.42          O    
                  2.4     0.447          S    
                 1.75     0.437          U    
     2.16216216216216     0.425          U    
                  1.2     0.721          W    
                  3.6     0.579          Y    
     2.03030303030303     0.445          C    
               1.8125     0.374          E    
     10.7777777777778     0.401          I    
     1.30769230769231     0.597          M    
     1.23076923076923      0.65          M    
     3.73333333333333     0.306          O    
                  2.6     0.992          O    
     1.96774193548387     0.384          S    
                 2.25     0.517          U    
     2.70588235294117     0.584          Y    
     2.79411764705882     0.512          G    
     7.91666666666668      0.43          I    
               4.6875     0.362          I    
      2.5609756097561      0.52          K    
     1.58974358974359     0.416          O    
                    2     0.357          O    
              2.59375     0.331          S    
     1.82352941176471     0.391          U    
      1.5609756097561     0.485          W    
     3.15686274509804     0.507          A    
     2.48717948717949     0.416          E    
     1.61016949152543     0.563          M    
     5.26470588235293     0.507          Q    
     3.05882352941176     0.362          S    
     2.20338983050847     0.528          W    
     6.19999999999999     0.549          Y    
     1.83783783783784     0.432          C    
     1.93333333333333     0.881          K    
     4.86486486486487     0.853          Q    
     1.11764705882353     0.555          S    
     1.61904761904762     0.623          U    
     3.33333333333333     0.473          Y    
     1.84931506849315      1.23          A    
     3.43548387096774     0.805          G    
     2.77358490566038     0.858          Q    
                1.875     0.486          S    
                 1.44     0.641          U    
     1.58666666666667     0.629          W    
     3.16949152542373     0.736          Y    
               1.5625     0.447          A    
     1.32258064516129     0.268          C    
                    1     0.383          E    
                 3.44     0.516          G    
              2.46875     0.499          K    
     1.88571428571428     0.453          K    
     1.08571428571428     0.555          M    
     1.09090909090909     0.584          M    
     2.61904761904762      0.35          S    
    0.796296296296296     0.417          U    
     1.92857142857143     0.501          W    
                  3.4     0.416          A    
     2.13333333333333     0.401          A    
      1.6078431372549     0.218          C    
     2.52777777777778     0.321          E    
     2.17073170731707     0.265          E    
     2.92307692307693     0.484          G    
     4.46666666666666     0.409          G    
     23.4285714285714     0.321          I    
     3.38095238095238     0.222          O    
     2.38095238095238     0.328          S    
      1.6031746031746      0.41          U    
     1.66666666666667     0.427          W    
     5.07142857142857     0.476          Y    
     3.88888888888889     0.449          A    
     2.81818181818182     0.387          A    
                  1.6     0.222          C    
     2.38461538461539     0.517          G    
     3.18181818181818     0.447          G    
     1.11904761904762     0.434          M    
     2.09677419354839     0.442          W    
     2.45833333333333     0.703          K    
     1.51428571428571     0.637          M    
                 2.24     0.461          S    
     3.13333333333333      0.44          U    
     1.53571428571429     0.641          W    
                 1.75     0.641          W    
     5.57142857142856     0.493          Y    
     1.31578947368421     0.473          A    
     1.57692307692308     0.451          A    
               1.3125     0.286          C    
     2.13333333333334     0.281          C    
     1.22727272727273     0.374          E    
     2.30434782608695     0.481          G    
     2.73333333333333     1.029          K    
     1.92857142857142     0.252          O    
               4.1875     0.531          Q    
     1.60869565217391     0.591          U    
     1.53333333333333     2.414          A    
     2.20833333333333     0.447          E    
     4.66666666666666     0.473          G    
               10.375     0.411          I    
     2.82142857142857     0.634          K    
     1.82051282051282     0.459          K    
      1.1063829787234     0.549          M    
     3.78260869565217     0.555          Q    
     2.83333333333333      0.51          Q    
     1.20689655172414     0.403          U    
                  1.6     0.534          A    
     2.28070175438597     0.459          C    
     2.05084745762712     0.466          E    
     2.19512195121951      0.66          G    
     2.73239436619718     0.578          G    
               10.125     0.367          I    
     14.1111111111111     0.286          I    
     2.43396226415094     0.349          O    
     2.45454545454545     0.476          S    
     2.38461538461538     0.435          U    
     2.46666666666667     0.558          W    
     2.03076923076923      0.47          W    
     2.55844155844156     0.477          Y    
     1.47619047619048     0.549          A    
     1.66666666666667     0.457          A    
     2.59459459459459     0.387          E    
     4.96428571428571     0.514          G    
     5.55000000000001     0.704          I    
     6.27272727272727     0.594          K    
                  1.6     0.364          U    
     2.14814814814815     0.409          U    
     1.33333333333333     0.533          W    
     6.95238095238094     0.511          Y    
     6.73684210526315     0.458          Y    
     2.73809523809524     0.423          A    
              3.71875     0.389          A    
     2.34883720930233     0.198          C    
      1.1969696969697     0.352          E    
     1.90697674418605     0.308          E    
     4.08333333333334     0.407          G    
     3.40425531914893      0.52          K    
     1.79365079365079     0.492          M    
     2.08888888888889      0.49          M    
     3.73076923076923     0.269          O    
     1.86274509803922      0.37          U    
     6.35714285714287     0.523          I    
                  3.5     0.385          I    
     3.68965517241379     0.743          K    
     1.08163265306123     0.601          M    
                 2.96       0.4          S    
               4.9375     0.674          Y    
     1.20930232558139     0.576          A    
      1.6578947368421     0.466          E    
     1.31428571428571     0.341          E    
      7.3076923076923     0.438          I    
     1.05405405405405     0.422          M    
     2.45238095238095     0.557          Q    
     2.90909090909091     0.569          Q    
     1.35897435897436     0.352          S    
     1.72413793103448     0.349          S    
     2.45833333333333     0.298          U    
     2.03703703703704     0.268          U    
     4.04166666666666     0.573          Y    
      1.2051282051282     0.392          A    
     1.66666666666667     0.243          C    
     1.34285714285714       0.3          E    
     3.71428571428573     0.412          G    
     1.94285714285714     0.474          I    
     1.96551724137931     0.312          O    
                  1.5     0.339          O    
      2.0952380952381     0.318          S    
      1.8421052631579     0.373          W    
     1.44444444444444     0.483          A    
     1.78571428571429     0.266          C    
                  1.6     0.239          C    
                2.375      0.65          G    
     6.50000000000001     0.311          I    
     2.20833333333333      0.34          O    
     2.13043478260869     0.337          O    
     2.09302325581395     0.561          Q    
     2.48148148148148     0.315          S    
     1.66666666666667     0.443          U    
     1.73529411764706     0.374          U    
     1.42424242424242      0.39          W    
     2.86842105263158     0.382          Y    
     1.59259259259259     0.403          E    
     2.23255813953488     0.502          G    
     2.28947368421052     0.498          G    
                   41     0.525          I    
     4.13043478260869     0.747          K    
     3.80769230769231     0.376          K    
     1.02380952380952     0.449          M    
    0.693877551020408     0.376          M    
                  2.1     0.292          O    
     4.31818181818181     0.401          Q    
     3.91304347826087     0.358          Q    
               2.9375     0.306          S    
                  2.5     0.437          W    
     4.57894736842105     0.347          Y    
     2.86666666666666     0.328          Y    
     2.63265306122449      0.55          A    
     2.14285714285714     0.401          C    
                  2.9      0.41          C    
     2.25396825396825     0.506          E    
                   14     0.335          I    
     2.06818181818182      0.68          K    
                 0.84     0.825          M    
     2.04761904761905     0.323          O    
                2.775     0.324          S    
                    2     0.761          Y    
     2.39024390243903     1.816          A    
     2.58024691358025     1.271          G    
               2.9625     1.866          K    
     2.62903225806452      1.01          K    
     1.50704225352113     0.908          M    
     2.01470588235294     1.393          O    
     3.46551724137931     1.122          Q    
     1.42682926829268     0.964          W    
                 3.48     0.528          A    
     1.81818181818181     0.518          E    
     2.44444444444444     0.484          G    
     2.34146341463415     0.448          G    
     13.0833333333333     0.484          I    
                 13.8     0.187          I    
     1.94117647058823     0.551          M    
     1.90243902439024     0.664          Q    
     1.63157894736842     0.472          S    
     2.38709677419355     0.401          S    
     2.63888888888889     0.575          U    
              2.78125     0.561          W    
     4.68965517241379      0.54          Y    
     5.27586206896551     0.513          Y    
     4.38461538461538     0.478          G    
     2.35384615384615     0.607          K    
              1.40625     0.613          M    
                  2.5     0.325          O    
     3.18867924528301     0.584          Q    
     4.66666666666666     0.323          S    
     1.61111111111111     0.434          W    
     4.75675675675675     0.583          Y    
     4.64864864864864     0.505          Y    
     2.64285714285714     0.355          C    
     2.08695652173913     0.358          C    
     3.12903225806452     0.643          G    
     13.8571428571428     0.455          I    
     4.76190476190476     0.651          Q    
      2.8695652173913      0.36          S    
     1.86111111111111     0.723          W    
     4.14814814814814     0.491          Y    
     3.69565217391304     0.452          A    
                3.625      0.26          C    
     2.53333333333333     0.309          E    
     2.09090909090909     0.296          E    
                 22.8      0.26          I    
     2.83870967741935     0.394          K    
     2.57575757575757     0.397          K    
     4.21739130434783     0.247          O    
      4.1304347826087     0.257          U    
     2.96428571428571     0.577          E    
     3.07142857142857     0.519          E    
     5.81481481481483     0.619          G    
     8.14285714285714     0.386          I    
               4.3125     0.579          K    
     2.58695652173913     0.549          K    
     3.07894736842105     0.659          Q    
                  3.4     0.645          Q    
     1.88888888888889     0.467          U    
     1.71428571428571     0.536          W    
                  3.5     0.512          Y    
                    2     0.328          E    
     2.56756756756757     0.579          G    
                 1.75     0.449          K    
     1.20754716981132     0.539          M    
     3.42307692307692     0.529          Q    
     2.47826086956522     0.371          S    
     2.72727272727273     0.274          U    
     1.57777777777778     0.431          W    
                 4.88     0.353          Y    
     2.55263157894737     0.595          A    
                    3     0.274          C    
                  2.3     0.274          C    
     2.05128205128205      0.35          E    
     2.06896551724138     0.341          E    
     14.3333333333333     0.352          I    
     3.38709677419354     0.654          Q    
     2.10810810810811     0.389          U    
     2.37931034482759      0.45          U    
     1.53191489361702     0.525          W    
     1.51219512195122     0.481          W    
                3.275     0.578          A    
                2.625     0.484          A    
     1.45762711864407      0.41          E    
     2.56666666666667     0.574          G    
                 12.3     0.277          I    
     3.15909090909091     0.661          K    
     1.86363636363637     0.625          M    
     3.03448275862069     0.381          O    
     1.82352941176471     0.421          U    
     1.94545454545455     0.601          W    
     3.12195121951219     0.559          Y    
     1.84848484848485     0.381          C    
     1.90909090909091     0.274          C    
     1.59259259259259     0.393          E    
     4.90476190476191     0.447          I    
     5.08333333333333     0.411          I    
     2.15384615384615     0.496          K    
      2.7741935483871     0.572          Q    
      1.1578947368421     0.447          U    
              1.59375     0.392          A    
     2.11111111111112     0.347          C    
     1.94545454545455     0.483          G    
                 4.75     0.357          I    
                  2.5     0.608          K    
    0.919999999999999      0.49          M    
     1.73529411764706     0.269          O    
     1.95833333333334     0.252          O    
    0.923076923076924     0.516          W    
     1.64285714285714     0.421          A    
     2.02777777777778     0.457          A    
     3.08333333333333     0.372          C    
     1.14285714285714     0.298          E    
     3.02941176470589     0.596          G    
     15.6666666666667     0.362          I    
     2.62068965517241     0.525          K    
                  1.5     0.539          M    
     5.68421052631579      0.57          Q    
     5.29999999999999     0.585          Q    
                    2     0.456          W    
     2.06451612903226     0.459          W    
     2.10869565217391     0.528          C    
     3.73809523809524     0.701          G    
     2.05454545454546     0.603          G    
     4.91428571428571     0.614          I    
     5.23076923076922     0.566          I    
                 2.08     0.505          O    
     3.86842105263158     0.565          Q    
     3.12820512820513     0.431          Y    
     1.69354838709677     0.433          A    
     2.26415094339623     0.354          C    
     2.37777777777778     0.243          C    
     1.49333333333333     0.321          E    
     9.99999999999999     0.375          I    
     7.74999999999999     0.385          I    
     3.06382978723404     0.579          K    
      2.6078431372549     0.553          K    
     2.55263157894737     0.393          O    
     4.09756097560976     0.454          Q    
     2.21951219512195     0.321          S    
     1.62903225806452     0.257          U    
             1.734375      0.26          U    
     1.98305084745763     0.435          Y    
     1.94666666666667     0.359          Y    
     4.02941176470588     0.433          G    
     19.5000000000001     0.111          I    
     1.82456140350877     0.456          K    
     1.73584905660377     0.587          M    
     2.19607843137255     0.549          M    
     2.18918918918919     0.261          O    
                  3.5     0.481          Q    
     3.33333333333333     0.299          S    
     3.13636363636363     0.376          Y    
     2.47826086956522     0.337          Y    
      1.7741935483871     0.431          C    
     2.03225806451613     0.466          E    
     1.65714285714286     0.434          E    
     5.15789473684214     0.631          G    
     3.53846153846153     0.619          K    
     2.13333333333333     0.443          O    
                  2.6     0.399          S    
                    2     0.529          W    
                 3.76     0.483          A    
     2.14285714285714     0.264          C    
     1.87878787878788     0.389          E    
     3.86046511627907     0.712          G    
     9.49999999999999     0.333          I    
     3.93103448275862     0.542          K    
     2.94594594594594     0.732          M    
     2.52631578947368     0.576          M    
     3.34615384615384     0.398          S    
                 3.24     0.364          S    
     6.03703703703703     0.546          Y    
     7.33333333333333     0.498          Y    
                 1.08     0.506          A    
     1.27272727272727     0.416          A    
     2.64705882352942     0.599          K    
     2.52941176470588     0.613          K    
                 1.95     0.327          O    
                 1.56     0.334          O    
     2.15384615384615     0.643          Q    
                  1.7     0.387          S    
     1.03703703703704     0.335          U    
     1.34615384615385     0.351          U    
                  1.4     0.384          W    
     1.35714285714286     0.386          W    
     1.63636363636364     0.751          A    
     1.39622641509434     0.427          A    
     1.97142857142857     0.241          C    
                 2.64     0.573          G    
     3.37142857142858     0.379          G    
                    3     0.611          K    
     2.85714285714285     0.459          Q    
     3.20833333333333     0.291          S    
     2.64516129032258     0.338          S    
     1.79411764705882     0.327          U    
     2.16071428571428     0.481          Y    
     2.17777777777778     0.418          A    
     2.54054054054054     0.283          C    
                 2.74      0.79          K    
                    2      0.52          M    
                  3.5     0.331          O    
     2.62222222222222     0.619          Q    
     2.70454545454545     0.721          Q    
     1.67567567567568     0.483          W    
     2.02380952380952     0.509          A    
     1.28333333333333     0.471          M    
     3.90697674418604     0.495          Q    
     2.91666666666666     0.285          S    
     2.48571428571428     0.279          S    
     1.47826086956522     0.303          U    
     1.70212765957447     0.443          W    
     6.14814814814814      0.46          Y    
